token,centrality,length,label
STR SQUT RPRN RPRN RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND LPRN LPRN LPRN SQUT STR SQUT EQ SQUT STR,0.15384615384615385 0.19230769230769232 0.23076923076923078 0.2692307692307693 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.2692307692307693 0.23076923076923078 0.19230769230769232 0.15384615384615385,174,threat
STR SQUT RPRN RPRN RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND LPRN LPRN LPRN SQUT STR SQUT EQ SQUT STR,0.15384615384615385 0.19230769230769232 0.23076923076923078 0.2692307692307693 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.2692307692307693 0.23076923076923078 0.19230769230769232 0.15384615384615385,174,threat
STR SQUT RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND SQUT STR SQUT EQ SQUT STR,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,156,threat
STR SQUT RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND SQUT STR SQUT EQ SQUT STR,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,156,threat
STR SQUT RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND LPRN SQUT STR SQUT LIKE SQUT STR,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,169,threat
STR SQUT RPRN RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND LPRN LPRN SQUT STR SQUT LIKE SQUT STR,0.16666666666666666 0.20833333333333331 0.25 0.29166666666666663 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.29166666666666663 0.25 0.20833333333333331 0.16666666666666666,175,threat
STR SQUT RPRN RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND LPRN LPRN SQUT STR SQUT LIKE SQUT STR,0.16666666666666666 0.20833333333333331 0.25 0.29166666666666663 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.29166666666666663 0.25 0.20833333333333331 0.16666666666666666,175,threat
STR SQUT RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND SQUT STR SQUT LIKE SQUT STR,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,163,threat
STR SQUT RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND SQUT STR SQUT LIKE SQUT STR,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,163,threat
STR DQUT RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND LPRN DQUT STR DQUT EQ DQUT STR,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,162,threat
STR DQUT RPRN RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND LPRN LPRN DQUT STR DQUT EQ DQUT STR,0.16666666666666666 0.20833333333333331 0.25 0.29166666666666663 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.29166666666666663 0.25 0.20833333333333331 0.16666666666666666,168,threat
STR DQUT RPRN RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND LPRN LPRN DQUT STR DQUT EQ DQUT STR,0.16666666666666666 0.20833333333333331 0.25 0.29166666666666663 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.29166666666666663 0.25 0.20833333333333331 0.16666666666666666,168,threat
STR DQUT RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND DQUT STR DQUT EQ DQUT STR,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,156,threat
STR DQUT RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND DQUT STR DQUT EQ DQUT STR,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,156,threat
STR DQUT RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND LPRN DQUT STR DQUT LIKE DQUT STR,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,169,threat
STR DQUT RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND LPRN DQUT STR DQUT LIKE DQUT STR,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,169,threat
STR DQUT RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND DQUT STR DQUT LIKE DQUT STR,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,163,threat
STR PRCNT SQUT RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND LPRN SQUT PRCNT SQUT EQ SQUT,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,160,threat
STR PRCNT SQUT RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND LPRN SQUT PRCNT SQUT EQ SQUT,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,160,threat
STR PRCNT SQUT RPRN RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND LPRN LPRN SQUT PRCNT SQUT EQ SQUT,0.16666666666666666 0.20833333333333331 0.25 0.29166666666666663 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.29166666666666663 0.25 0.20833333333333331 0.16666666666666666,166,threat
STR PRCNT SQUT RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND SQUT PRCNT SQUT EQ SQUT,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,154,threat
STR PRCNT DQUT RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND DQUT PRCNT DQUT EQ DQUT,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,154,threat
STR PRCNT DQUT RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND DQUT PRCNT DQUT EQ DQUT,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,154,threat
STR RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END DSCMT STR,0.26666666666666666 0.3333333333333333 0.4 0.4666666666666667 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.4666666666666667 0.4 0.3333333333333333 0.26666666666666666,136,threat
STR RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END DSCMT STR,0.26666666666666666 0.3333333333333333 0.4 0.4666666666666667 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.4666666666666667 0.4 0.3333333333333333 0.26666666666666666,136,threat
STR RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND LPRN INT EQ INT,0.2222222222222222 0.2777777777777778 0.3333333333333333 0.38888888888888884 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.38888888888888884 0.3333333333333333 0.2777777777777778 0.2222222222222222,150,threat
STR RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND LPRN INT EQ INT,0.2222222222222222 0.2777777777777778 0.3333333333333333 0.38888888888888884 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.38888888888888884 0.3333333333333333 0.2777777777777778 0.2222222222222222,150,threat
STR RPRN RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND LPRN LPRN INT EQ INT,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,156,threat
STR RPRN RPRN RPRN RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END AND LPRN LPRN LPRN INT EQ INT,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,162,threat
STR RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,124,threat
STR RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,124,threat
STR RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END DSCMT STR,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,133,threat
STR RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END DSCMT STR,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,133,threat
STR RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END HASH STR,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,134,threat
STR RLIKE SELECT CASE WHEN INT EQ INT THEN HEX ELSE HEX END HASH STR,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,134,threat
STR SQUT AND STR INT EQ INT CMMA INT DSCMT STR,0.4 0.5 0.6000000000000001 0.7000000000000001 0.8 0.8 0.8 0.7000000000000001 0.6000000000000001 0.5 0.4,72,threat
STR SQUT RPRN AND STR INT EQ INT CMMA INT AND LPRN SQUT STR SQUT EQ SQUT STR,0.23529411764705882 0.29411764705882354 0.3529411764705882 0.4117647058823529 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.4117647058823529 0.3529411764705882 0.29411764705882354 0.23529411764705882,98,threat
STR SQUT RPRN RPRN AND STR INT EQ INT CMMA INT AND LPRN LPRN SQUT STR SQUT EQ SQUT STR,0.21052631578947367 0.2631578947368421 0.3157894736842105 0.3684210526315789 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.3684210526315789 0.3157894736842105 0.2631578947368421 0.21052631578947367,104,threat
STR SQUT RPRN RPRN RPRN AND STR INT EQ INT CMMA INT AND LPRN LPRN LPRN SQUT STR SQUT EQ SQUT STR,0.19047619047619047 0.23809523809523808 0.2857142857142857 0.3333333333333333 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.3333333333333333 0.2857142857142857 0.23809523809523808 0.19047619047619047,110,threat
STR SQUT AND STR INT EQ INT CMMA INT AND SQUT STR SQUT EQ SQUT STR,0.26666666666666666 0.3333333333333333 0.4 0.4666666666666667 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.4666666666666667 0.4 0.3333333333333333 0.26666666666666666,92,threat
STR SQUT RPRN AND STR INT EQ INT CMMA INT AND LPRN SQUT STR SQUT LIKE SQUT STR,0.23529411764705882 0.29411764705882354 0.3529411764705882 0.4117647058823529 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.4117647058823529 0.3529411764705882 0.29411764705882354 0.23529411764705882,105,threat
STR SQUT RPRN AND STR INT EQ INT CMMA INT AND LPRN SQUT STR SQUT LIKE SQUT STR,0.23529411764705882 0.29411764705882354 0.3529411764705882 0.4117647058823529 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.4117647058823529 0.3529411764705882 0.29411764705882354 0.23529411764705882,105,threat
STR SQUT RPRN RPRN AND STR INT EQ INT CMMA INT AND LPRN LPRN SQUT STR SQUT LIKE SQUT STR,0.21052631578947367 0.2631578947368421 0.3157894736842105 0.3684210526315789 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.3684210526315789 0.3157894736842105 0.2631578947368421 0.21052631578947367,111,threat
STR SQUT AND STR INT EQ INT CMMA INT AND SQUT STR SQUT LIKE SQUT STR,0.26666666666666666 0.3333333333333333 0.4 0.4666666666666667 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.4666666666666667 0.4 0.3333333333333333 0.26666666666666666,99,threat
STR DQUT RPRN AND STR INT EQ INT CMMA INT AND LPRN DQUT STR DQUT EQ DQUT STR,0.23529411764705882 0.29411764705882354 0.3529411764705882 0.4117647058823529 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.4117647058823529 0.3529411764705882 0.29411764705882354 0.23529411764705882,98,threat
STR DQUT RPRN AND STR INT EQ INT CMMA INT AND LPRN DQUT STR DQUT EQ DQUT STR,0.23529411764705882 0.29411764705882354 0.3529411764705882 0.4117647058823529 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.4117647058823529 0.3529411764705882 0.29411764705882354 0.23529411764705882,98,threat
STR DQUT RPRN RPRN AND STR INT EQ INT CMMA INT AND LPRN LPRN DQUT STR DQUT EQ DQUT STR,0.21052631578947367 0.2631578947368421 0.3157894736842105 0.3684210526315789 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.3684210526315789 0.3157894736842105 0.2631578947368421 0.21052631578947367,104,threat
STR DQUT AND STR INT EQ INT CMMA INT AND DQUT STR DQUT EQ DQUT STR,0.26666666666666666 0.3333333333333333 0.4 0.4666666666666667 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.4666666666666667 0.4 0.3333333333333333 0.26666666666666666,92,threat
STR DQUT AND STR INT EQ INT CMMA INT AND DQUT STR DQUT EQ DQUT STR,0.26666666666666666 0.3333333333333333 0.4 0.4666666666666667 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.4666666666666667 0.4 0.3333333333333333 0.26666666666666666,92,threat
